Fecha,BRL,CLP,COP,KRW,ZAR,INR,MXN,PEN,PLN,CZK,RUB,THB,TRY,HUF,ILS,DXY,ARS,CNY,IDR,MYR
20/01/23,5.2071,815.15,4589.8,1235.55,17.1304,81.125,18.873,3.859,4.3347,22.028,69.1235,32.813,18.7724,361.56,3.3967,101.992,183.45,6.7927,15075.0,4.285
21/01/23,5.2071,815.15,4589.8,1235.55,17.1304,81.125,18.873,3.859,4.3347,22.028,69.1235,32.813,18.7724,361.56,3.3967,101.992,183.45,6.7927,15075.0,4.285
22/01/23,5.2071,815.15,4589.8,1235.55,17.1202,81.125,18.8973,3.859,4.3292,21.982,69.1235,32.813,18.7724,362.14,3.3967,101.992,183.45,6.7927,15075.0,4.285
23/01/23,5.1959,814.2,4546.2,1235.55,17.1874,81.39,18.8175,3.8598,4.3281,21.9535,68.9184,32.74,18.8106,363.7,3.3765,102.138,184.367,6.7927,15075.0,4.285
24/01/23,5.1423,801.65,4521.0,1235.55,17.198,81.72,18.7952,3.8955,4.3287,21.9235,69.3299,32.823,18.8007,357.59,3.3609,101.918,184.6877,6.7927,14888.0,4.285
25/01/23,5.0767,802.49,4534.9,1231.65,17.1104,81.5887,18.7879,3.892,4.3199,21.7764,69.2749,32.813,18.7963,353.92,3.3722,101.641,185.06,6.7927,14965.0,4.2605
26/01/23,5.0702,801.79,4519.38,1231.0,17.1883,81.5887,18.794,3.8334,4.3247,21.8619,69.5772,32.76,18.8015,356.14,3.4067,101.839,185.315,6.7927,14948.0,4.2455
27/01/23,5.1086,806.18,4576.53,1231.3,17.1876,81.5213,18.7669,3.8315,4.3301,21.9055,69.7642,32.87,18.805,359.15,3.4367,101.922,185.613,6.7927,14986.0,4.244
28/01/23,5.1086,806.18,4576.53,1231.3,17.1876,81.5213,18.7669,3.8315,4.3301,21.9055,69.7642,32.87,18.805,359.15,3.4367,101.922,185.613,6.7927,14986.0,4.244
29/01/23,5.1086,806.18,4576.53,1231.3,17.2187,81.5213,18.7766,3.8315,4.3331,21.9012,69.7642,32.87,18.805,358.89,3.4367,101.922,185.613,6.7927,14986.0,4.244
30/01/23,5.1214,807.66,4654.38,1227.4,17.4003,81.4962,18.7723,3.853,4.3413,21.973,70.1256,32.713,18.7908,359.51,3.4654,102.276,186.5671,6.7523,14970.0,4.243
31/01/23,5.0757,797.5,4669.03,1231.9,17.4081,81.9238,18.8385,3.845,4.3342,21.8867,70.1909,33.005,18.8149,360.09,3.4521,102.097,186.9868,6.7553,14991.0,4.274
01/02/23,5.052,791.44,4624.98,1231.55,17.0439,81.9375,18.6045,3.8515,4.2797,21.6377,69.7531,32.84,18.8024,354.38,3.4177,101.217,187.265,6.7422,14975.0,4.274
02/02/23,5.0436,779.3,4620.33,1220.35,17.0702,82.1825,18.671,3.8365,4.2963,21.7556,70.5963,32.787,18.8064,353.78,3.398,101.75,187.5815,6.7311,14888.0,4.2467
03/02/23,5.1332,795.9,4697.78,1229.35,17.4756,81.8412,18.9688,3.8369,4.3706,22.0217,71.144,32.955,18.827,359.73,3.4326,102.992,188.0193,6.798,14894.0,4.2587
04/02/23,5.1332,795.9,4697.78,1229.35,17.4756,81.8412,18.9688,3.8369,4.3706,22.0217,71.144,32.955,18.827,359.73,3.4326,102.992,188.0193,6.798,14894.0,4.2587
05/02/23,5.1332,795.9,4697.78,1229.35,17.4756,81.8412,18.9688,3.8369,4.3706,22.0217,71.144,32.955,18.827,359.73,3.4326,102.992,188.0193,6.798,14894.0,4.2587
06/02/23,5.151,803.63,4785.75,1253.15,17.6638,82.7388,19.1687,3.8445,4.4243,22.2459,71.6912,33.675,18.8176,367.82,3.4728,103.621,189.0988,6.7964,15055.0,4.2587
07/02/23,5.2048,796.28,4726.75,1255.6,17.5654,82.7012,18.9067,3.8445,4.43,22.1759,71.6995,33.607,18.8179,365.01,3.4682,103.427,189.5043,6.7846,15148.0,4.3025
08/02/23,5.2013,800.45,4763.5,1260.2,17.7693,82.4937,18.9392,3.8685,4.425,22.1834,73.2402,33.475,18.8278,360.78,3.4988,103.409,189.916,6.7921,15096.0,4.2983
09/02/23,5.2752,802.3,4737.13,1260.3,17.758,82.52,18.7712,3.8615,4.4286,22.0676,73.055,33.465,18.8291,360.99,3.5026,103.221,190.1978,6.7864,15097.0,4.3165
10/02/23,5.2138,797.22,4798.95,1264.95,17.8582,82.5038,18.6704,3.842,4.4678,22.2181,73.7059,33.787,18.8144,362.53,3.5333,103.578,190.5538,6.8145,15134.0,4.3342
11/02/23,5.2138,797.22,4798.95,1264.95,17.8582,82.5038,18.6704,3.842,4.4678,22.2181,73.7059,33.787,18.8144,362.53,3.5333,103.578,190.5538,6.8145,15134.0,4.3342
12/02/23,5.2138,797.22,4798.95,1264.95,17.9268,82.5038,18.6749,3.842,4.4677,22.197,73.7059,33.787,18.8144,362.18,3.5333,103.578,190.5538,6.8145,15134.0,4.3342
13/02/23,5.1697,792.9,4787.75,1277.5,17.8561,82.7275,18.5713,3.8565,4.464,22.1656,73.9938,33.89,18.8429,357.14,3.5159,103.345,191.6456,6.8183,15205.0,4.3622
14/02/23,5.188,785.6,4784.6,1269.45,17.8988,82.7637,18.5265,3.8576,4.4456,22.0724,73.6324,33.805,18.841,352.26,3.5186,103.233,191.995,6.8279,15167.0,4.3472
15/02/23,5.2162,793.5,4915.0,1282.3,18.0312,82.8025,18.5856,3.868,4.4527,22.1094,74.5354,34.313,18.8525,355.59,3.5291,103.923,192.4155,6.855,15206.0,4.3923
16/02/23,5.2198,792.22,4928.6,1284.75,18.1662,82.7213,18.524,3.85,4.4669,22.1722,74.8857,34.335,18.85,359.27,3.548,103.856,192.7485,6.8575,15159.0,4.4037
17/02/23,5.1627,789.0,4904.3,1299.65,18.056,82.8313,18.3717,3.8505,4.4485,22.1734,73.6566,34.595,18.831,358.83,3.5428,103.881,193.1965,6.8686,15210.0,4.435
18/02/23,5.1627,789.0,4904.3,1299.65,18.056,82.8313,18.3717,3.8505,4.4485,22.1734,73.6566,34.595,18.831,358.83,3.5428,103.881,193.1965,6.8686,15210.0,4.435
19/02/23,5.1627,789.0,4904.3,1299.65,18.09,82.8313,18.3887,3.8505,4.4585,22.1801,73.877,34.595,18.831,359.26,3.5428,103.881,193.1965,6.8686,15210.0,4.435
20/02/23,5.1627,798.25,4916.43,1294.55,18.0904,82.7325,18.3798,3.8415,4.4373,22.1995,75.1539,34.423,18.8841,358.18,3.5771,103.862,193.1965,6.8552,15159.0,4.4303
21/02/23,5.1627,802.28,4970.4,1296.0,18.2563,82.7988,18.4683,3.8295,4.4616,22.2833,74.9479,34.573,18.8702,359.97,3.6426,104.176,193.1965,6.8795,15190.0,4.4328
22/02/23,5.1593,798.78,4900.7,1304.95,18.2389,82.8562,18.3562,3.8075,4.4805,22.3363,75.4267,34.592,18.8509,359.79,3.6212,104.585,194.955,6.8929,15200.0,4.4435
23/02/23,5.1318,807.4,4848.8,1297.0,18.2211,82.7425,18.3858,3.811,4.4581,22.326,75.6856,34.673,18.8535,359.3,3.6305,104.598,195.3196,6.9081,15192.0,4.434
24/02/23,5.1997,825.75,4830.9,1304.7,18.4266,82.7487,18.418,3.8225,4.4742,22.4195,75.9,34.805,18.8744,360.4,3.663,105.26,195.707,6.9601,15228.0,4.4353
25/02/23,5.1997,825.75,4830.9,1304.7,18.4266,82.7487,18.418,3.8225,4.4742,22.4195,75.9,34.805,18.8744,360.4,3.663,105.26,195.707,6.9601,15228.0,4.4353
26/02/23,5.1997,825.75,4830.9,1304.7,18.4246,82.7487,18.3964,3.8225,4.4759,22.43,75.9,34.805,18.8744,360.31,3.663,105.26,195.707,6.9601,15228.0,4.4353
27/02/23,5.2006,832.2,4764.0,1323.1,18.4121,82.8475,18.3685,3.8177,4.4432,22.2711,74.925,35.105,18.8836,356.26,3.6609,104.673,196.797,6.9441,15270.0,4.4785
28/02/23,5.2364,827.05,4872.6,1323.06,18.357,82.67,18.3057,3.794,4.4482,22.2135,75.0484,35.35,18.8837,357.74,3.6534,104.869,197.1453,6.9356,15261.0,4.4873
01/03/23,5.1805,810.5,4833.5,1323.06,18.1231,82.5063,18.1154,3.779,4.3795,21.8959,75.1087,34.78,18.884,349.98,3.6167,104.483,197.5526,6.8698,15235.0,4.472
02/03/23,5.2118,812.75,4802.6,1315.35,18.2041,82.59,18.1259,3.7785,4.4333,22.0915,75.4588,34.778,18.8603,355.11,3.6654,105.027,197.8665,6.9168,15281.0,4.4753
03/03/23,5.1974,803.78,4775.9,1301.3,18.1417,81.9713,17.957,3.784,4.4257,22.0706,75.65,34.7,18.7993,356.56,3.6548,104.527,198.2833,6.9043,15311.0,4.4773
04/03/23,5.1974,803.78,4775.9,1301.3,18.1417,81.9713,17.957,3.784,4.4257,22.0706,75.65,34.7,18.7993,356.56,3.6548,104.527,198.2833,6.9043,15311.0,4.4773
05/03/23,5.1974,803.78,4775.9,1301.3,18.135,81.9713,17.9756,3.784,4.4287,22.4443,75.65,34.7,18.7993,356.42,3.6548,104.527,198.2833,6.9043,15311.0,4.4773
06/03/23,5.1587,798.33,4700.8,1296.8,18.2483,81.9163,18.0042,3.7666,4.3924,22.0598,75.5288,34.7,18.8999,353.23,3.595,104.35,199.3249,6.9317,15295.0,4.4783
07/03/23,5.1918,803.75,4772.7,1299.85,18.5085,81.9163,18.1047,3.7773,4.4467,22.309,75.7876,34.56,18.9224,359.31,3.6259,105.615,199.6635,6.9662,15367.0,4.4718
08/03/23,5.142,803.97,4776.71,1321.35,18.6068,82.055,17.9798,3.8005,4.4402,22.3774,76.0501,35.083,18.9369,358.91,3.6003,105.658,199.9743,6.9593,15438.0,4.5243
09/03/23,5.1651,795.68,4745.86,1322.2,18.5685,81.9812,18.3618,3.783,4.4326,22.305,75.8897,35.048,18.8101,362.34,3.6065,105.309,200.3539,6.9651,15433.0,4.519
10/03/23,5.2145,796.9,4737.7,1324.5,18.3173,82.0513,18.5049,3.7805,4.3972,22.2201,76.1261,35.065,18.9681,359.96,3.6043,104.637,200.735,6.9173,15450.0,4.52
11/03/23,5.2145,796.9,4737.7,1324.5,18.3173,82.0513,18.5049,3.7805,4.3972,22.2201,76.1261,35.065,18.9681,359.96,3.6043,104.637,200.735,6.9173,15450.0,4.52
12/03/23,5.2145,796.9,4737.7,1324.5,18.3934,82.0513,18.4149,3.7805,4.3805,22.1408,76.1261,35.065,18.9681,358.54,3.6043,104.637,200.735,6.9173,15450.0,4.52
13/03/23,5.2469,805.25,4766.1,1301.65,18.1979,82.1263,18.9136,3.7952,4.3603,22.1214,75.4187,34.605,18.9658,366.15,3.6275,103.595,201.256,6.8483,15377.0,4.4967
14/03/23,5.2542,801.27,4740.6,1310.55,18.1287,82.4913,18.5966,3.786,4.3794,22.1562,75.75,34.515,18.9736,362.85,3.6195,103.597,202.0955,6.8735,15385.0,4.487
15/03/23,5.2889,824.1,4878.57,1303.8,18.4372,82.6025,18.9755,3.7977,4.446,22.7496,76.5149,34.618,18.9907,375.24,3.6367,104.646,202.5633,6.9063,15382.0,4.4847
16/03/23,5.2311,824.95,4812.2,1312.9,18.3989,82.7363,18.7237,3.787,4.4277,22.5964,77.5484,34.41,19.0034,371.77,3.6633,104.418,202.9323,6.898,15389.0,4.503
17/03/23,5.2787,829.5,4842.7,1302.8,18.474,82.545,18.9099,3.7915,4.4105,22.4846,77.0121,34.228,19.0138,372.87,3.6712,103.708,203.3379,6.8867,15345.0,4.486
18/03/23,5.2787,829.5,4842.7,1302.8,18.474,82.545,18.9099,3.7915,4.4105,22.4846,77.0121,34.228,19.0138,372.87,3.6712,103.708,203.3379,6.8867,15345.0,4.486
19/03/23,5.2787,829.5,4842.7,1302.8,18.3213,82.545,18.8449,3.7915,4.4009,22.4264,77.0121,34.228,19.0138,372.11,3.6712,103.708,203.3379,6.8867,15345.0,4.486
20/03/23,5.2379,824.45,4816.84,1310.5,18.5196,82.6387,18.8377,3.7765,4.3878,22.3771,76.7339,34.112,19.0115,368.39,3.6575,103.281,204.5085,6.877,15360.0,4.4858
21/03/23,5.2431,822.3,4799.0,1311.15,18.5589,82.6662,18.5967,3.786,4.3476,22.0965,77.2276,34.323,19.0331,361.23,3.6539,103.256,205.0204,6.8793,15345.0,4.4692
22/03/23,5.2389,809.5,4765.67,1307.7,18.2805,82.6662,18.6087,3.767,4.3176,21.8383,77.0265,34.43,19.0407,356.84,3.6287,102.346,205.3803,6.8814,15345.0,4.4552
23/03/23,5.2993,806.4,4758.0,1278.15,18.0989,82.2637,18.5806,3.7713,4.3227,21.8006,76.0517,34.073,19.0351,353.92,3.6032,102.532,205.7643,6.8232,15345.0,4.4177
24/03/23,5.2466,810.28,4719.1,1294.0,18.157,82.4812,18.4448,3.7735,4.3573,22.0082,77.2784,34.145,19.0714,357.57,3.5838,103.116,205.7643,6.8673,15153.0,4.4295
25/03/23,5.2466,810.28,4719.1,1294.0,18.157,82.4812,18.4448,3.7735,4.3573,22.0082,77.2784,34.145,19.0714,357.57,3.5838,103.116,205.7643,6.8673,15153.0,4.4295
26/03/23,5.2466,810.28,4719.1,1294.0,18.18,82.4812,18.41,3.7735,4.3469,21.959,77.2784,34.145,19.0714,357.16,3.5838,103.116,205.7643,6.8673,15153.0,4.4295
27/03/23,5.1992,805.83,4668.8,1301.4,18.3085,82.37,18.3484,3.7624,4.3394,22.0135,76.9204,34.445,19.0888,357.68,3.5827,102.857,207.418,6.882,15163.0,4.419
28/03/23,5.1663,797.5,4679.6,1298.95,18.1474,82.1913,18.2359,3.7576,4.3132,21.7861,77.1679,34.287,19.1193,351.45,3.5464,102.43,207.8358,6.8763,15085.0,4.401
29/03/23,5.1359,793.83,4613.0,1302.9,18.1014,82.3375,18.0886,3.7515,4.323,21.7262,77.2711,34.135,19.1382,350.87,3.5724,102.64,208.2835,6.8895,15056.0,4.4202
30/03/23,5.0948,789.83,4637.6,1299.05,17.8203,82.3375,18.093,3.7516,4.2868,21.5786,77.2824,34.245,19.175,348.35,3.5981,102.144,208.5774,6.8705,15047.0,4.421
31/03/23,5.0631,795.47,4653.96,1301.85,17.7962,82.1825,18.0462,3.7635,4.3169,21.6512,77.7237,34.198,19.1803,350.56,3.5965,102.506,208.99,6.8737,14996.0,4.4152
01/04/23,5.0631,795.47,4653.96,1301.85,17.7962,82.1825,18.0462,3.7635,4.3169,21.6512,77.7237,34.198,19.1803,350.56,3.5965,102.506,208.99,6.8737,14996.0,4.4152
